id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
2084,married,regularly,yes,4.0,private,5 - 10,female,group C,some high school,free/reduced,none,49,64,62
2085,divorced,sometimes,no,3.0,school_bus,< 5,male,group C,bachelor's degree,free/reduced,none,42,36,37
2086,divorced,sometimes,no,5.0,,5 - 10,male,group B,high school,standard,completed,93,85,87
2087,married,regularly,yes,1.0,school_bus,5 - 10,male,group D,associate's degree,standard,none,85,81,74
2088,single,sometimes,yes,2.0,school_bus,5 - 10,female,group D,associate's degree,standard,completed,46,62,63
2089,single,never,yes,2.0,school_bus,> 10,male,group E,some college,standard,none,65,63,56
2090,married,regularly,no,2.0,private,5 - 10,female,group C,associate's degree,free/reduced,completed,73,92,88
2091,single,sometimes,no,3.0,school_bus,5 - 10,female,group C,high school,standard,none,71,75,72
2092,married,regularly,yes,4.0,private,5 - 10,male,group A,some high school,free/reduced,none,62,52,45
2093,single,sometimes,yes,3.0,school_bus,5 - 10,female,group B,bachelor's degree,standard,completed,68,74,78
2094,married,sometimes,yes,2.0,private,< 5,male,group D,master's degree,free/reduced,completed,70,78,75
2095,married,regularly,no,3.0,school_bus,5 - 10,female,group B,some high school,standard,none,56,69,57
2096,married,regularly,yes,3.0,school_bus,5 - 10,female,group D,high school,standard,completed,55,71,65
2097,married,sometimes,yes,0.0,private,> 10,male,group D,bachelor's degree,standard,none,73,70,69
2098,single,sometimes,yes,,school_bus,< 5,female,group E,some college,free/reduced,completed,89,90,100
2099,single,sometimes,no,1.0,school_bus,< 5,female,group D,some high school,standard,none,37,39,37
2100,single,sometimes,yes,1.0,private,5 - 10,male,group C,bachelor's degree,standard,completed,67,62,58
2101,single,sometimes,no,2.0,private,< 5,male,group B,some college,standard,completed,74,72,72
2102,single,sometimes,yes,1.0,school_bus,5 - 10,female,group C,some college,free/reduced,completed,37,45,47
2103,single,sometimes,no,3.0,school_bus,5 - 10,male,group E,some high school,standard,none,72,76,66
2104,married,sometimes,yes,0.0,school_bus,5 - 10,female,group E,some high school,standard,none,81,82,74
2105,single,sometimes,yes,1.0,school_bus,> 10,male,group E,associate's degree,standard,completed,91,90,88
2106,married,,yes,0.0,private,< 5,female,group B,bachelor's degree,standard,completed,51,64,72
2107,married,sometimes,yes,0.0,school_bus,< 5,female,group D,bachelor's degree,standard,none,59,67,69
2108,divorced,regularly,no,1.0,school_bus,5 - 10,female,group C,some college,standard,none,48,59,62
2109,married,sometimes,yes,1.0,school_bus,> 10,female,group C,high school,standard,none,58,65,62
2110,married,sometimes,yes,1.0,school_bus,> 10,male,group C,high school,free/reduced,completed,68,64,66
2111,married,sometimes,yes,1.0,private,> 10,male,group B,high school,standard,none,56,52,47
2112,married,regularly,yes,6.0,,5 - 10,male,group C,some college,standard,none,62,51,51
2113,divorced,sometimes,no,3.0,school_bus,5 - 10,male,group B,some college,standard,none,69,74,64
2114,married,sometimes,yes,1.0,school_bus,< 5,female,group D,associate's degree,standard,none,52,60,59
2115,married,never,yes,2.0,school_bus,5 - 10,male,group E,bachelor's degree,standard,none,100,97,90
2116,divorced,sometimes,no,4.0,school_bus,> 10,female,group B,some high school,standard,completed,53,70,65
2117,divorced,sometimes,yes,2.0,school_bus,< 5,female,group E,some high school,free/reduced,completed,64,85,82
2118,divorced,regularly,no,4.0,private,,male,group B,associate's degree,standard,none,60,58,46
2119,married,,yes,2.0,school_bus,> 10,female,group C,associate's degree,standard,none,51,54,57
2120,married,regularly,yes,2.0,private,< 5,female,group B,bachelor's degree,standard,none,70,77,78
2121,single,regularly,yes,3.0,school_bus,5 - 10,female,group D,some high school,free/reduced,none,53,56,61
2122,single,regularly,yes,0.0,school_bus,> 10,female,group D,some college,free/reduced,none,36,51,56
2123,,sometimes,yes,2.0,school_bus,5 - 10,female,group D,high school,standard,none,72,69,77
2124,divorced,sometimes,yes,3.0,private,5 - 10,female,group D,some high school,free/reduced,none,67,86,84
2125,married,sometimes,no,4.0,private,5 - 10,female,group E,some high school,free/reduced,none,75,90,88
2126,married,sometimes,yes,2.0,school_bus,5 - 10,female,group C,some high school,free/reduced,none,55,63,63
2127,single,regularly,yes,1.0,school_bus,5 - 10,male,group B,some college,standard,none,64,60,62
2128,married,never,yes,4.0,school_bus,5 - 10,male,group C,some high school,standard,none,68,66,56
2129,married,regularly,yes,3.0,private,< 5,female,group D,some high school,standard,completed,57,69,72
2130,divorced,sometimes,no,1.0,school_bus,< 5,female,group C,some high school,standard,completed,68,81,86
2131,married,regularly,yes,3.0,school_bus,< 5,female,group D,master's degree,standard,none,67,65,71
2132,married,regularly,yes,5.0,school_bus,5 - 10,female,group C,high school,standard,completed,83,100,100
2133,single,sometimes,no,3.0,,5 - 10,female,group B,associate's degree,standard,none,56,57,62
2134,married,regularly,yes,0.0,private,< 5,female,group E,associate's degree,standard,completed,69,79,77
2135,married,sometimes,yes,3.0,school_bus,5 - 10,male,group D,bachelor's degree,free/reduced,none,50,60,57
2136,married,sometimes,yes,3.0,school_bus,> 10,male,group C,high school,free/reduced,none,47,51,46
2137,married,never,yes,3.0,private,5 - 10,male,group B,some high school,standard,none,60,66,59
2138,single,sometimes,yes,3.0,school_bus,5 - 10,female,group D,bachelor's degree,free/reduced,none,75,91,84
2139,single,never,yes,2.0,,> 10,female,group E,some high school,standard,none,82,90,83
2140,single,regularly,yes,,private,5 - 10,male,group A,some college,free/reduced,completed,78,87,84
2141,married,sometimes,no,4.0,,> 10,male,group B,associate's degree,standard,none,67,70,70
2142,married,sometimes,no,,,5 - 10,female,group D,some high school,standard,none,76,81,88
2143,married,never,yes,3.0,school_bus,5 - 10,female,group D,high school,free/reduced,none,36,37,43
2144,married,regularly,yes,,school_bus,< 5,male,group C,some college,standard,none,68,63,62
2145,,regularly,yes,0.0,school_bus,5 - 10,female,group C,some college,standard,none,84,94,92
2146,married,never,yes,3.0,school_bus,5 - 10,male,group B,associate's degree,free/reduced,none,76,78,74
2147,married,sometimes,,0.0,school_bus,5 - 10,male,group D,associate's degree,standard,completed,53,60,56
2148,married,sometimes,yes,0.0,private,5 - 10,male,group D,associate's degree,standard,none,72,67,69
2149,divorced,sometimes,yes,2.0,school_bus,,female,group C,some college,standard,none,77,77,72
2150,married,regularly,yes,3.0,private,> 10,female,group C,high school,standard,none,70,75,68
2151,single,sometimes,yes,4.0,school_bus,< 5,male,group C,bachelor's degree,free/reduced,none,86,84,82
2152,single,sometimes,no,3.0,school_bus,5 - 10,male,group C,high school,standard,none,92,78,77
2153,married,regularly,no,4.0,school_bus,< 5,female,group D,high school,standard,none,40,57,57
2154,single,sometimes,yes,2.0,school_bus,5 - 10,male,group C,high school,standard,completed,56,52,47
2155,single,sometimes,yes,0.0,school_bus,> 10,female,group D,associate's degree,standard,none,88,97,95
2156,married,regularly,yes,0.0,school_bus,5 - 10,female,group C,some high school,standard,none,48,54,57
2157,single,sometimes,yes,2.0,,5 - 10,female,group B,master's degree,free/reduced,completed,67,73,77
2158,single,sometimes,yes,4.0,school_bus,> 10,female,group B,bachelor's degree,standard,completed,82,80,92
2159,divorced,regularly,no,2.0,private,5 - 10,male,group C,high school,standard,none,88,86,86
2160,divorced,sometimes,yes,3.0,school_bus,5 - 10,female,group B,some college,standard,none,38,58,48
2161,married,never,no,2.0,private,5 - 10,male,group B,high school,standard,completed,70,61,63
2162,married,regularly,yes,3.0,school_bus,< 5,male,group D,some college,free/reduced,none,44,42,37
2163,single,regularly,,0.0,school_bus,5 - 10,male,group D,some college,standard,none,80,75,80
2164,married,sometimes,yes,3.0,,5 - 10,male,group C,some college,standard,completed,83,77,79
2165,married,sometimes,yes,3.0,private,5 - 10,female,group D,associate's degree,standard,none,61,73,66
2166,married,sometimes,yes,3.0,private,> 10,female,group D,some high school,free/reduced,none,26,33,33
2167,single,regularly,yes,4.0,private,< 5,male,group C,some college,standard,none,70,67,66
2168,divorced,,yes,1.0,school_bus,5 - 10,male,group B,some college,free/reduced,none,54,53,48
2169,widowed,sometimes,no,3.0,private,> 10,female,group B,bachelor's degree,free/reduced,none,47,48,58
2170,married,never,no,4.0,private,> 10,male,group E,high school,standard,none,63,60,48
2171,divorced,sometimes,yes,4.0,school_bus,> 10,male,group A,associate's degree,standard,completed,66,61,61
2172,single,sometimes,yes,3.0,school_bus,< 5,male,group D,some college,free/reduced,none,66,59,62
2173,married,regularly,yes,0.0,school_bus,5 - 10,male,group D,some high school,free/reduced,none,61,56,48
2174,single,never,yes,3.0,private,< 5,male,group B,associate's degree,free/reduced,completed,34,33,28
2175,married,sometimes,yes,,private,< 5,female,group B,some high school,standard,none,53,60,56
2176,divorced,never,no,4.0,,5 - 10,female,group C,some college,free/reduced,completed,41,50,54
2177,divorced,sometimes,yes,3.0,school_bus,5 - 10,female,group A,some high school,free/reduced,none,42,61,56
2178,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,associate's degree,standard,completed,76,71,78
2179,married,sometimes,yes,0.0,private,5 - 10,male,group D,high school,standard,none,58,59,55
2180,divorced,regularly,yes,3.0,private,5 - 10,male,group D,master's degree,standard,completed,98,88,92
2181,married,sometimes,yes,3.0,school_bus,< 5,female,group D,some college,standard,completed,86,88,94
2182,married,regularly,yes,2.0,school_bus,> 10,female,group A,some high school,standard,none,73,80,78
2183,married,sometimes,yes,2.0,school_bus,5 - 10,female,group C,high school,standard,none,68,85,75
2184,married,regularly,yes,3.0,school_bus,5 - 10,male,group C,high school,standard,none,69,69,62
2185,divorced,regularly,yes,2.0,private,< 5,male,group B,master's degree,free/reduced,none,48,49,44
2186,divorced,regularly,yes,0.0,private,5 - 10,male,group B,associate's degree,standard,completed,72,75,70
2187,married,sometimes,no,3.0,school_bus,5 - 10,male,group B,some high school,standard,none,73,72,64
2188,married,regularly,yes,1.0,school_bus,< 5,female,group D,high school,standard,none,73,83,79
2189,single,sometimes,no,2.0,school_bus,5 - 10,male,group A,some high school,standard,none,69,68,55
2190,married,never,yes,3.0,school_bus,< 5,male,group B,bachelor's degree,standard,none,88,86,83
2191,married,sometimes,yes,1.0,private,5 - 10,female,group A,some high school,standard,completed,59,66,70
2192,divorced,sometimes,yes,2.0,school_bus,5 - 10,male,group A,some college,standard,none,69,62,63
2193,married,sometimes,no,3.0,school_bus,< 5,female,group B,associate's degree,standard,none,34,42,49
2194,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,some high school,free/reduced,none,60,49,49
2195,single,never,yes,3.0,private,< 5,male,group B,bachelor's degree,free/reduced,none,77,72,66
2196,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,high school,free/reduced,none,42,38,36
2197,divorced,sometimes,yes,2.0,private,5 - 10,male,group C,some high school,standard,completed,76,69,72
2198,married,regularly,,2.0,school_bus,< 5,male,group D,some college,free/reduced,none,71,65,62
2199,married,regularly,yes,3.0,school_bus,< 5,female,group D,bachelor's degree,free/reduced,none,71,81,86
2200,single,sometimes,yes,3.0,private,< 5,female,group E,some high school,standard,none,80,79,74
2201,married,regularly,yes,,private,5 - 10,female,group C,some college,free/reduced,none,69,81,82
2202,married,sometimes,no,4.0,private,< 5,female,group D,associate's degree,free/reduced,none,51,59,62
2203,single,sometimes,yes,2.0,,5 - 10,female,group B,some high school,standard,completed,46,62,56
2204,married,sometimes,yes,4.0,private,< 5,female,group A,associate's degree,standard,completed,64,76,77
2205,married,sometimes,yes,1.0,school_bus,5 - 10,male,group D,associate's degree,standard,none,74,71,68
2206,married,never,yes,1.0,school_bus,5 - 10,female,group E,some college,free/reduced,completed,54,73,70
2207,single,sometimes,yes,1.0,school_bus,5 - 10,male,group C,high school,standard,completed,63,55,55
2208,,sometimes,no,3.0,private,5 - 10,male,group B,bachelor's degree,standard,none,58,55,50
2209,divorced,sometimes,yes,2.0,,5 - 10,male,group D,some college,standard,none,70,63,68
2210,married,regularly,,0.0,private,> 10,male,group D,some high school,standard,none,63,49,50
2211,,sometimes,yes,5.0,private,5 - 10,male,group C,some college,free/reduced,none,74,82,68
2212,single,never,yes,,school_bus,5 - 10,female,group C,associate's degree,standard,none,72,73,69
2213,married,never,yes,1.0,school_bus,< 5,male,group D,bachelor's degree,standard,completed,80,86,88
2214,divorced,regularly,yes,2.0,private,5 - 10,female,group C,bachelor's degree,standard,none,93,97,96
2215,married,sometimes,yes,1.0,school_bus,5 - 10,male,group D,some high school,standard,none,75,75,73
2216,married,regularly,yes,0.0,school_bus,5 - 10,male,group B,bachelor's degree,standard,none,73,66,70
2217,single,never,no,3.0,private,< 5,female,group B,bachelor's degree,standard,none,77,91,93
2218,,sometimes,yes,5.0,private,,male,group D,associate's degree,standard,none,73,78,75
2219,single,sometimes,no,2.0,school_bus,5 - 10,male,group D,some high school,standard,none,71,72,63
2220,married,never,no,2.0,private,5 - 10,male,group C,high school,free/reduced,none,60,60,58
2221,divorced,regularly,yes,1.0,school_bus,< 5,male,group C,high school,standard,none,70,55,49
2222,single,regularly,no,2.0,private,5 - 10,female,group C,some college,standard,completed,62,65,70
2223,married,sometimes,yes,2.0,private,> 10,male,group C,master's degree,standard,completed,69,63,72
2224,married,sometimes,yes,2.0,school_bus,< 5,female,group E,master's degree,standard,none,72,82,77
2225,married,regularly,no,3.0,school_bus,5 - 10,male,group D,some college,standard,none,83,72,65
2226,married,sometimes,no,2.0,private,5 - 10,female,group A,some college,standard,none,38,47,55
2227,married,sometimes,no,1.0,school_bus,5 - 10,female,group E,high school,free/reduced,none,78,83,81
2228,single,sometimes,yes,1.0,,5 - 10,female,group C,associate's degree,free/reduced,completed,33,42,45
2229,married,regularly,yes,2.0,,5 - 10,male,group C,some college,standard,none,67,71,58
2230,married,sometimes,yes,1.0,school_bus,5 - 10,female,group C,bachelor's degree,free/reduced,completed,40,62,60
2231,married,never,yes,2.0,,5 - 10,male,group D,associate's degree,free/reduced,none,66,64,69
2232,married,regularly,no,2.0,private,> 10,male,group D,associate's degree,free/reduced,completed,50,53,51
2233,married,sometimes,yes,1.0,school_bus,5 - 10,male,group A,some college,standard,completed,48,41,48
2234,divorced,sometimes,yes,3.0,,< 5,male,group D,some college,standard,none,64,62,55
2235,married,sometimes,yes,3.0,,5 - 10,male,group A,some high school,standard,completed,83,86,83
