id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
8473,divorced,sometimes,no,3.0,private,5 - 10
8474,married,sometimes,no,1.0,school_bus,> 10
8475,single,sometimes,yes,0.0,school_bus,< 5
8476,married,sometimes,yes,2.0,school_bus,5 - 10
8477,married,regularly,yes,0.0,school_bus,< 5
8478,single,sometimes,no,1.0,private,5 - 10
8479,married,sometimes,yes,1.0,school_bus,5 - 10
8480,married,sometimes,yes,1.0,school_bus,5 - 10
8481,married,sometimes,yes,3.0,school_bus,> 10
8482,married,,no,1.0,school_bus,5 - 10
8483,married,sometimes,no,2.0,school_bus,< 5
8484,married,sometimes,yes,1.0,school_bus,< 5
8485,married,regularly,yes,2.0,school_bus,< 5
8486,single,sometimes,yes,2.0,school_bus,5 - 10
8487,divorced,sometimes,yes,4.0,school_bus,< 5
8488,married,never,yes,3.0,private,
8489,married,sometimes,yes,0.0,school_bus,< 5
8490,married,sometimes,no,3.0,,5 - 10
8491,single,regularly,yes,4.0,school_bus,< 5
8492,married,sometimes,yes,1.0,private,5 - 10
8493,married,,yes,1.0,school_bus,< 5
8494,married,sometimes,no,3.0,private,5 - 10
8495,married,regularly,yes,,private,> 10
8496,single,regularly,yes,4.0,school_bus,5 - 10
8497,married,never,no,2.0,private,> 10
8498,married,regularly,no,3.0,school_bus,
8499,divorced,sometimes,yes,3.0,school_bus,5 - 10
8500,married,regularly,no,3.0,private,5 - 10
8501,married,regularly,yes,5.0,private,> 10
8502,married,regularly,yes,0.0,school_bus,5 - 10
8503,married,regularly,yes,1.0,private,5 - 10
8504,married,regularly,yes,3.0,private,5 - 10
8505,,regularly,yes,3.0,private,< 5
8506,married,sometimes,yes,3.0,,5 - 10
8507,single,sometimes,no,4.0,private,< 5
8508,divorced,sometimes,no,1.0,private,> 10
8509,married,sometimes,yes,1.0,school_bus,5 - 10
8510,divorced,regularly,yes,2.0,,5 - 10
8511,married,regularly,no,3.0,private,5 - 10
8512,single,sometimes,yes,0.0,school_bus,5 - 10
8513,married,never,no,1.0,private,
8514,married,never,yes,1.0,school_bus,5 - 10
8515,married,regularly,yes,2.0,private,< 5
8516,married,regularly,yes,3.0,school_bus,5 - 10
8517,,regularly,no,3.0,school_bus,> 10
8518,,regularly,yes,,school_bus,5 - 10
8519,divorced,sometimes,yes,2.0,,5 - 10
8520,married,sometimes,yes,0.0,,5 - 10
8521,divorced,sometimes,yes,3.0,private,> 10
8522,married,,no,4.0,school_bus,< 5
8523,divorced,sometimes,yes,1.0,private,> 10
8524,married,regularly,no,2.0,school_bus,> 10
8525,married,sometimes,yes,2.0,private,< 5
8526,married,regularly,yes,0.0,private,5 - 10
8527,divorced,sometimes,yes,1.0,private,> 10
8528,married,sometimes,no,3.0,school_bus,5 - 10
8529,single,regularly,no,2.0,private,5 - 10
8530,married,sometimes,yes,3.0,private,< 5
8531,married,sometimes,no,1.0,school_bus,< 5
8532,married,sometimes,no,3.0,school_bus,> 10
8533,single,sometimes,no,2.0,private,5 - 10
8534,divorced,regularly,yes,0.0,private,5 - 10
8535,divorced,sometimes,yes,3.0,school_bus,5 - 10
8536,married,regularly,no,3.0,,5 - 10
8537,married,regularly,yes,6.0,school_bus,5 - 10
8538,single,sometimes,yes,1.0,school_bus,< 5
8539,married,never,yes,3.0,school_bus,> 10
8540,married,regularly,yes,2.0,,5 - 10
8541,married,regularly,yes,3.0,private,5 - 10
8542,divorced,sometimes,yes,3.0,school_bus,< 5
8543,married,regularly,no,,private,5 - 10
8544,divorced,sometimes,yes,,private,5 - 10
8545,married,sometimes,yes,2.0,private,> 10
8546,married,regularly,yes,3.0,school_bus,> 10
8547,single,regularly,yes,1.0,private,5 - 10
8548,single,sometimes,yes,1.0,school_bus,> 10
8549,single,sometimes,yes,2.0,private,5 - 10
8550,divorced,regularly,yes,5.0,school_bus,< 5
8551,,sometimes,yes,3.0,school_bus,5 - 10
8552,,sometimes,yes,0.0,school_bus,5 - 10
8553,married,sometimes,no,2.0,,> 10
8554,married,regularly,yes,1.0,school_bus,5 - 10
8555,married,regularly,yes,4.0,private,5 - 10
8556,married,,no,1.0,private,> 10
8557,single,never,yes,3.0,school_bus,< 5
8558,married,sometimes,yes,0.0,,5 - 10
8559,married,regularly,yes,1.0,school_bus,> 10
8560,married,sometimes,yes,3.0,private,5 - 10
8561,divorced,sometimes,yes,2.0,school_bus,5 - 10
8562,married,sometimes,yes,1.0,school_bus,5 - 10
8563,married,sometimes,yes,4.0,private,5 - 10
8564,married,never,yes,2.0,school_bus,< 5
8565,single,sometimes,yes,2.0,school_bus,5 - 10
8566,married,regularly,no,4.0,school_bus,5 - 10
8567,single,sometimes,yes,2.0,private,5 - 10
8568,single,regularly,,0.0,school_bus,5 - 10
8569,married,sometimes,yes,1.0,school_bus,5 - 10
8570,married,regularly,yes,3.0,school_bus,< 5
8571,divorced,sometimes,yes,1.0,private,5 - 10
8572,married,sometimes,yes,2.0,school_bus,< 5
8573,married,regularly,no,1.0,school_bus,> 10
8574,married,sometimes,no,3.0,school_bus,> 10
8575,divorced,regularly,yes,3.0,private,< 5
8576,married,regularly,yes,1.0,private,5 - 10
8577,divorced,regularly,yes,1.0,,< 5
8578,married,sometimes,yes,2.0,school_bus,5 - 10
8579,single,never,no,2.0,,< 5
8580,married,never,yes,2.0,school_bus,< 5
8581,single,never,no,5.0,school_bus,5 - 10
8582,single,sometimes,no,1.0,private,5 - 10
8583,married,sometimes,yes,0.0,private,< 5
8584,divorced,sometimes,yes,1.0,private,> 10
8585,married,sometimes,no,,school_bus,> 10
8586,single,sometimes,yes,2.0,school_bus,5 - 10
8587,married,regularly,yes,,school_bus,< 5
8588,married,sometimes,yes,3.0,school_bus,5 - 10
8589,married,sometimes,yes,5.0,,5 - 10
8590,married,sometimes,no,2.0,school_bus,< 5
8591,single,never,no,3.0,school_bus,5 - 10
8592,married,regularly,no,2.0,private,< 5
8593,married,sometimes,yes,2.0,private,> 10
8594,divorced,sometimes,yes,0.0,private,> 10
8595,,never,yes,3.0,school_bus,5 - 10
8596,single,sometimes,yes,4.0,school_bus,5 - 10
8597,married,sometimes,yes,3.0,private,< 5
8598,single,never,yes,2.0,,5 - 10
8599,single,sometimes,no,1.0,private,> 10
8600,married,regularly,yes,1.0,school_bus,5 - 10
8601,married,sometimes,yes,3.0,school_bus,5 - 10
8602,married,never,yes,2.0,school_bus,< 5
8603,married,sometimes,yes,4.0,school_bus,5 - 10
8604,married,sometimes,yes,3.0,school_bus,< 5
8605,married,never,yes,1.0,private,5 - 10
8606,married,regularly,yes,,school_bus,> 10
8607,married,sometimes,yes,1.0,private,
8608,married,regularly,yes,1.0,private,> 10
8609,married,regularly,no,1.0,school_bus,< 5
8610,married,regularly,yes,5.0,school_bus,5 - 10
8611,divorced,sometimes,no,2.0,school_bus,5 - 10
8612,single,never,no,2.0,,< 5
8613,single,,yes,,school_bus,> 10
8614,single,sometimes,yes,2.0,school_bus,> 10
8615,married,regularly,no,1.0,private,5 - 10
8616,divorced,regularly,yes,3.0,school_bus,< 5
8617,married,regularly,yes,0.0,private,5 - 10
8618,married,regularly,yes,3.0,private,< 5
8619,single,regularly,yes,1.0,private,< 5
8620,married,sometimes,yes,0.0,private,5 - 10
8621,single,sometimes,yes,3.0,school_bus,< 5
8622,married,never,yes,,school_bus,5 - 10
8623,divorced,regularly,yes,2.0,,< 5
8624,divorced,sometimes,yes,4.0,school_bus,5 - 10
8625,,regularly,yes,3.0,school_bus,> 10
8626,married,never,no,3.0,private,5 - 10
8627,married,sometimes,yes,2.0,school_bus,5 - 10
8628,married,sometimes,no,2.0,private,5 - 10
8629,single,sometimes,no,,private,> 10
8630,single,sometimes,no,1.0,school_bus,> 10
8631,single,sometimes,no,3.0,school_bus,5 - 10
8632,married,sometimes,no,2.0,,5 - 10
8633,divorced,sometimes,yes,4.0,private,
8634,married,regularly,no,1.0,private,5 - 10
8635,married,sometimes,yes,0.0,school_bus,< 5
8636,married,never,no,,school_bus,5 - 10
8637,married,sometimes,yes,1.0,school_bus,< 5
8638,single,regularly,no,1.0,school_bus,> 10
8639,single,sometimes,yes,0.0,private,5 - 10
8640,single,sometimes,yes,1.0,school_bus,5 - 10
8641,single,never,yes,3.0,private,< 5
8642,divorced,regularly,no,3.0,,< 5
8643,single,regularly,no,4.0,,< 5
8644,married,regularly,yes,1.0,school_bus,< 5
8645,married,sometimes,no,1.0,school_bus,5 - 10
8646,married,sometimes,yes,5.0,school_bus,5 - 10
8647,widowed,regularly,yes,1.0,private,5 - 10
8648,single,regularly,yes,3.0,private,5 - 10
8649,married,sometimes,yes,3.0,school_bus,5 - 10
8650,divorced,sometimes,yes,2.0,school_bus,5 - 10
8651,married,regularly,yes,4.0,school_bus,5 - 10
8652,divorced,never,no,5.0,school_bus,> 10
8653,divorced,sometimes,yes,0.0,private,< 5
8654,,never,,2.0,private,5 - 10
8655,single,regularly,no,3.0,private,> 10
8656,married,sometimes,yes,3.0,private,5 - 10
8657,married,sometimes,yes,0.0,school_bus,5 - 10
8658,married,sometimes,yes,0.0,school_bus,5 - 10
8659,married,sometimes,no,1.0,private,5 - 10
8660,married,sometimes,no,1.0,private,< 5
8661,divorced,regularly,no,1.0,,< 5
8662,divorced,never,no,3.0,,< 5
8663,married,sometimes,no,1.0,school_bus,5 - 10
8664,married,never,no,1.0,private,5 - 10
8665,married,never,no,1.0,private,< 5
8666,married,regularly,yes,2.0,private,5 - 10
8667,married,sometimes,yes,0.0,school_bus,< 5
8668,widowed,sometimes,yes,,private,> 10
8669,married,never,yes,0.0,private,> 10
8670,divorced,sometimes,yes,2.0,school_bus,> 10
8671,married,never,yes,1.0,school_bus,> 10
8672,,sometimes,yes,2.0,private,< 5
8673,married,regularly,yes,0.0,school_bus,> 10
8674,married,sometimes,yes,7.0,private,< 5
8675,married,sometimes,yes,1.0,school_bus,5 - 10
8676,married,regularly,yes,,school_bus,> 10
8677,married,never,no,2.0,school_bus,5 - 10
8678,single,sometimes,yes,2.0,private,< 5
8679,,regularly,no,,private,< 5
8680,married,regularly,yes,0.0,school_bus,5 - 10
8681,married,sometimes,yes,,school_bus,< 5
8682,married,regularly,no,2.0,school_bus,< 5
8683,single,never,no,3.0,private,< 5
8684,divorced,sometimes,no,1.0,school_bus,5 - 10
8685,married,sometimes,yes,3.0,private,< 5
8686,single,regularly,no,1.0,,> 10
8687,,sometimes,yes,2.0,school_bus,5 - 10
8688,married,regularly,yes,4.0,school_bus,5 - 10
8689,single,regularly,yes,3.0,school_bus,5 - 10
8690,married,sometimes,yes,1.0,,5 - 10
8691,single,sometimes,yes,2.0,school_bus,> 10
8692,married,sometimes,yes,1.0,private,5 - 10
8693,married,regularly,no,1.0,school_bus,5 - 10
8694,divorced,sometimes,yes,1.0,private,5 - 10
8695,single,sometimes,no,3.0,school_bus,> 10
8696,married,sometimes,yes,4.0,school_bus,5 - 10
8697,married,regularly,yes,1.0,school_bus,5 - 10
8698,married,sometimes,no,5.0,,5 - 10
8699,single,regularly,no,3.0,school_bus,5 - 10
8700,married,sometimes,yes,4.0,private,< 5
8701,married,regularly,yes,0.0,private,> 10
8702,married,never,no,5.0,private,< 5
8703,married,regularly,yes,1.0,school_bus,5 - 10
8704,married,sometimes,yes,3.0,school_bus,5 - 10
8705,single,sometimes,yes,,school_bus,5 - 10
8706,married,sometimes,no,1.0,private,> 10
8707,divorced,sometimes,no,3.0,,< 5
8708,married,sometimes,no,5.0,school_bus,5 - 10
8709,married,regularly,yes,2.0,school_bus,5 - 10
8710,single,sometimes,yes,1.0,school_bus,5 - 10
8711,married,sometimes,no,,,> 10
8712,married,sometimes,yes,4.0,school_bus,5 - 10
8713,married,regularly,yes,4.0,school_bus,5 - 10
8714,married,sometimes,yes,2.0,,5 - 10
8715,single,regularly,yes,2.0,,5 - 10
8716,married,regularly,no,4.0,private,> 10
8717,widowed,sometimes,no,5.0,school_bus,> 10
8718,single,sometimes,no,6.0,private,< 5
8719,married,regularly,yes,0.0,private,< 5
8720,divorced,regularly,yes,1.0,private,> 10
8721,married,regularly,yes,1.0,,5 - 10
8722,divorced,never,yes,1.0,school_bus,< 5
8723,single,sometimes,yes,0.0,school_bus,5 - 10
8724,married,regularly,yes,0.0,school_bus,5 - 10
8725,single,never,yes,,private,5 - 10
8726,divorced,sometimes,no,2.0,school_bus,
8727,divorced,regularly,no,2.0,private,> 10
8728,single,regularly,yes,1.0,,5 - 10
8729,married,regularly,yes,3.0,private,> 10
8730,married,regularly,no,,private,5 - 10
8731,married,sometimes,no,7.0,private,> 10
8732,married,regularly,yes,0.0,private,5 - 10
8733,married,sometimes,yes,2.0,private,< 5
8734,,sometimes,yes,1.0,school_bus,< 5
8735,married,sometimes,no,2.0,school_bus,< 5
8736,,sometimes,yes,2.0,school_bus,5 - 10
8737,married,never,yes,4.0,private,< 5
8738,divorced,sometimes,yes,3.0,private,5 - 10
8739,married,never,yes,4.0,school_bus,< 5
8740,divorced,sometimes,no,1.0,private,> 10
8741,single,regularly,no,5.0,private,< 5
8742,single,regularly,yes,2.0,private,5 - 10
8743,single,sometimes,yes,1.0,,5 - 10
8744,married,never,no,4.0,private,5 - 10
8745,divorced,regularly,yes,0.0,school_bus,5 - 10
8746,single,sometimes,no,1.0,school_bus,< 5
8747,married,sometimes,no,7.0,,5 - 10
8748,married,sometimes,yes,1.0,school_bus,5 - 10
8749,married,sometimes,yes,2.0,,5 - 10
8750,widowed,never,yes,4.0,private,
8751,married,sometimes,no,1.0,,
8752,single,sometimes,yes,1.0,school_bus,< 5
8753,married,regularly,yes,1.0,private,5 - 10
8754,divorced,regularly,yes,5.0,private,5 - 10
8755,widowed,regularly,no,1.0,school_bus,< 5
8756,divorced,,no,1.0,school_bus,5 - 10
8757,divorced,never,yes,1.0,school_bus,< 5
8758,divorced,sometimes,no,2.0,private,> 10
8759,married,sometimes,yes,0.0,school_bus,< 5
8760,married,sometimes,no,1.0,school_bus,> 10
8761,single,regularly,no,2.0,private,< 5
8762,divorced,,yes,2.0,private,5 - 10
8763,married,sometimes,yes,3.0,,5 - 10
8764,married,regularly,yes,3.0,school_bus,
8765,married,sometimes,yes,3.0,private,
8766,divorced,never,no,2.0,private,5 - 10
8767,single,regularly,yes,1.0,school_bus,5 - 10
8768,married,regularly,yes,4.0,school_bus,5 - 10
8769,married,never,yes,1.0,school_bus,> 10
8770,married,sometimes,yes,2.0,private,5 - 10
8771,married,sometimes,yes,2.0,private,5 - 10
8772,married,sometimes,yes,1.0,private,> 10
8773,married,sometimes,yes,1.0,school_bus,< 5
8774,single,regularly,no,6.0,private,5 - 10
8775,divorced,never,no,1.0,private,< 5
8776,married,never,no,1.0,school_bus,5 - 10
8777,married,sometimes,no,3.0,school_bus,< 5
8778,married,never,no,1.0,school_bus,5 - 10
8779,married,sometimes,yes,3.0,school_bus,> 10
8780,married,sometimes,yes,2.0,private,5 - 10
8781,married,regularly,no,2.0,,5 - 10
8782,widowed,regularly,no,1.0,school_bus,5 - 10
8783,divorced,sometimes,yes,,private,5 - 10
8784,divorced,sometimes,yes,1.0,school_bus,5 - 10
8785,divorced,sometimes,yes,3.0,private,5 - 10
8786,divorced,regularly,yes,1.0,school_bus,5 - 10
8787,married,regularly,no,,school_bus,5 - 10
8788,divorced,sometimes,yes,1.0,private,
8789,married,never,yes,1.0,school_bus,5 - 10
8790,,regularly,yes,3.0,school_bus,5 - 10
8791,single,regularly,no,2.0,private,< 5
8792,married,sometimes,yes,0.0,school_bus,< 5
8793,single,never,yes,1.0,private,5 - 10
8794,married,regularly,yes,4.0,school_bus,5 - 10
8795,married,sometimes,no,3.0,private,< 5
8796,married,sometimes,yes,2.0,school_bus,> 10
8797,divorced,regularly,yes,1.0,private,< 5
8798,divorced,sometimes,no,2.0,school_bus,5 - 10
8799,divorced,sometimes,yes,1.0,private,> 10
8800,married,regularly,no,1.0,school_bus,< 5
8801,divorced,sometimes,no,4.0,school_bus,> 10
8802,single,regularly,yes,1.0,private,5 - 10
8803,divorced,regularly,yes,1.0,school_bus,< 5
8804,married,regularly,yes,5.0,private,5 - 10
8805,married,regularly,no,3.0,school_bus,5 - 10
8806,,regularly,no,3.0,school_bus,5 - 10
8807,divorced,never,yes,4.0,school_bus,5 - 10
8808,married,regularly,no,1.0,private,< 5
8809,married,never,no,4.0,school_bus,< 5
8810,married,never,yes,4.0,school_bus,> 10
8811,married,sometimes,yes,3.0,school_bus,5 - 10
8812,married,sometimes,no,2.0,school_bus,5 - 10
8813,divorced,regularly,yes,0.0,school_bus,5 - 10
8814,married,regularly,no,3.0,school_bus,< 5
8815,married,sometimes,yes,2.0,school_bus,> 10
8816,married,sometimes,yes,2.0,private,< 5
8817,married,sometimes,yes,1.0,private,5 - 10
8818,single,sometimes,yes,4.0,private,5 - 10
8819,married,sometimes,no,3.0,private,> 10
8820,widowed,sometimes,yes,1.0,,> 10
8821,divorced,sometimes,no,5.0,school_bus,
8822,married,regularly,yes,1.0,private,< 5
8823,divorced,sometimes,no,4.0,school_bus,< 5
8824,divorced,sometimes,yes,4.0,private,< 5
8825,single,regularly,yes,2.0,,5 - 10
8826,married,regularly,yes,0.0,private,< 5
8827,married,sometimes,yes,2.0,private,5 - 10
8828,single,sometimes,yes,4.0,private,5 - 10
8829,married,never,yes,6.0,school_bus,< 5
8830,single,regularly,yes,3.0,school_bus,< 5
8831,married,sometimes,yes,0.0,school_bus,< 5
8832,single,sometimes,yes,5.0,private,< 5
8833,married,sometimes,yes,1.0,private,< 5
8834,single,never,no,1.0,school_bus,> 10
8835,single,sometimes,yes,2.0,,5 - 10
8836,single,sometimes,no,1.0,private,5 - 10
8837,single,sometimes,,2.0,private,< 5
8838,widowed,sometimes,yes,1.0,school_bus,5 - 10
8839,married,sometimes,yes,4.0,private,5 - 10
8840,,sometimes,yes,1.0,school_bus,5 - 10
8841,married,sometimes,yes,4.0,private,> 10
8842,married,sometimes,yes,,private,< 5
8843,married,,yes,3.0,private,5 - 10
8844,married,sometimes,no,3.0,school_bus,5 - 10
8845,single,sometimes,yes,3.0,school_bus,5 - 10
8846,married,sometimes,,3.0,private,5 - 10
8847,single,sometimes,no,2.0,school_bus,> 10
8848,married,sometimes,yes,1.0,private,< 5
8849,single,sometimes,no,3.0,school_bus,5 - 10
8850,single,regularly,yes,3.0,private,< 5
8851,single,never,yes,2.0,private,> 10
8852,married,sometimes,yes,,school_bus,> 10
8853,married,sometimes,no,3.0,school_bus,> 10
8854,single,regularly,yes,3.0,school_bus,
8855,single,regularly,yes,2.0,school_bus,> 10
8856,married,regularly,yes,4.0,school_bus,> 10
8857,single,regularly,yes,1.0,,5 - 10
8858,divorced,never,yes,5.0,private,5 - 10
8859,married,sometimes,yes,0.0,private,5 - 10
8860,divorced,regularly,yes,0.0,school_bus,5 - 10
8861,married,sometimes,yes,1.0,school_bus,5 - 10
8862,,sometimes,yes,2.0,school_bus,5 - 10
8863,married,regularly,,1.0,school_bus,> 10
8864,married,sometimes,yes,0.0,school_bus,5 - 10
8865,married,sometimes,yes,3.0,school_bus,> 10
8866,married,sometimes,yes,1.0,private,< 5
8867,single,regularly,yes,3.0,private,5 - 10
8868,married,,no,2.0,school_bus,5 - 10
8869,divorced,regularly,yes,2.0,school_bus,5 - 10
8870,married,regularly,yes,1.0,private,< 5
8871,single,sometimes,yes,5.0,school_bus,5 - 10
8872,single,sometimes,yes,0.0,school_bus,5 - 10
8873,married,sometimes,yes,3.0,private,5 - 10
8874,married,never,yes,0.0,school_bus,5 - 10
8875,divorced,sometimes,yes,0.0,private,5 - 10
8876,married,sometimes,yes,0.0,private,< 5
8877,married,sometimes,yes,0.0,school_bus,> 10
8878,divorced,sometimes,,0.0,private,< 5
8879,married,sometimes,yes,,school_bus,5 - 10
8880,divorced,sometimes,yes,2.0,school_bus,> 10
8881,single,regularly,no,2.0,school_bus,< 5
8882,single,regularly,yes,1.0,private,> 10
8883,married,sometimes,yes,2.0,private,> 10
8884,married,sometimes,yes,1.0,private,> 10
8885,single,sometimes,yes,1.0,school_bus,5 - 10
8886,married,sometimes,yes,2.0,school_bus,< 5
8887,married,sometimes,yes,2.0,school_bus,5 - 10
8888,divorced,sometimes,no,2.0,school_bus,5 - 10
8889,divorced,regularly,yes,0.0,school_bus,< 5
8890,single,regularly,,0.0,school_bus,5 - 10
8891,married,sometimes,yes,1.0,school_bus,5 - 10
8892,married,sometimes,yes,1.0,school_bus,5 - 10
8893,married,sometimes,no,1.0,,5 - 10
8894,married,sometimes,no,4.0,private,5 - 10
8895,divorced,regularly,yes,4.0,school_bus,5 - 10
8896,single,sometimes,yes,6.0,school_bus,
8897,married,regularly,yes,2.0,,5 - 10
8898,married,regularly,yes,,school_bus,< 5
8899,divorced,regularly,yes,1.0,school_bus,5 - 10
8900,single,sometimes,yes,0.0,private,< 5
8901,divorced,never,no,3.0,private,5 - 10
8902,married,regularly,yes,2.0,school_bus,5 - 10
8903,divorced,sometimes,yes,4.0,private,5 - 10
8904,single,regularly,yes,3.0,private,< 5
8905,divorced,sometimes,yes,2.0,private,5 - 10
8906,married,regularly,yes,1.0,,5 - 10
8907,single,regularly,yes,1.0,school_bus,5 - 10
8908,single,regularly,no,2.0,private,< 5
8909,divorced,sometimes,yes,3.0,private,5 - 10
8910,married,never,yes,3.0,school_bus,5 - 10
8911,divorced,regularly,yes,7.0,school_bus,< 5
8912,single,regularly,yes,,school_bus,
8913,married,sometimes,yes,5.0,,< 5
8914,married,regularly,yes,1.0,,< 5
8915,married,sometimes,yes,2.0,school_bus,5 - 10
8916,divorced,sometimes,yes,3.0,school_bus,< 5
8917,married,sometimes,yes,3.0,private,> 10
8918,single,regularly,yes,1.0,school_bus,5 - 10
8919,single,regularly,yes,3.0,school_bus,5 - 10
8920,married,regularly,yes,1.0,school_bus,5 - 10
8921,divorced,sometimes,no,1.0,private,> 10
8922,married,regularly,no,1.0,school_bus,> 10
8923,single,regularly,yes,2.0,private,5 - 10
8924,married,sometimes,yes,3.0,private,5 - 10
